agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd
USGS,06727410,2011-04-01,1.2,A
USGS,06727410,2011-04-02,1.37,A
USGS,06727410,2011-04-03,1.86,A
USGS,06727410,2011-04-04,1.86,A
USGS,06727410,2011-04-05,2.04,A
USGS,06727410,2011-04-06,2.15,A
USGS,06727410,2011-04-07,2.07,A
USGS,06727410,2011-04-08,2.17,A
USGS,06727410,2011-04-09,2.38,A
USGS,06727410,2011-04-10,2.65,A
USGS,06727410,2011-04-11,2.56,A
USGS,06727410,2011-04-12,2.87,A
USGS,06727410,2011-04-13,3.21,A
USGS,06727410,2011-04-14,4.54,A
USGS,06727410,2011-04-15,4.54,A
USGS,06727410,2011-04-16,4.34,A
USGS,06727410,2011-04-17,4.69,A
USGS,06727410,2011-04-18,4.61,A
USGS,06727410,2011-04-19,5.09,A
USGS,06727410,2011-04-20,5.18,A
USGS,06727410,2011-04-21,5.66,A
USGS,06727410,2011-04-22,5.56,A
USGS,06727410,2011-04-23,5.5,A
USGS,06727410,2011-04-24,5.62,A
USGS,06727410,2011-04-25,5.57,A
USGS,06727410,2011-04-26,5.4,A
USGS,06727410,2011-04-27,5.05,A
USGS,06727410,2011-04-28,4.85,A
USGS,06727410,2011-04-29,4.8,A
USGS,06727410,2011-04-30,4.45,A
USGS,06727410,2011-05-01,4.28,A
USGS,06727410,2011-05-02,4.1,A
USGS,06727410,2011-05-03,3.95,A
USGS,06727410,2011-05-04,3.78,A
USGS,06727410,2011-05-05,3.65,A
USGS,06727410,2011-05-06,3.59,A
USGS,06727410,2011-05-07,3.8,A
USGS,06727410,2011-05-08,4.36,A
USGS,06727410,2011-05-09,5.97,A
USGS,06727410,2011-05-10,7.93,A
USGS,06727410,2011-05-11,10.9,A
USGS,06727410,2011-05-12,10.6,A
USGS,06727410,2011-05-13,11.2,A
USGS,06727410,2011-05-14,11.4,A
USGS,06727410,2011-05-15,11.6,A
USGS,06727410,2011-05-16,11.9,A
USGS,06727410,2011-05-17,12.2,A
USGS,06727410,2011-05-18,15.9,A
USGS,06727410,2011-05-19,24.7,A
USGS,06727410,2011-05-20,32,A
USGS,06727410,2011-05-21,33.2,A
USGS,06727410,2011-05-22,35.4,A
USGS,06727410,2011-05-23,35.8,A
USGS,06727410,2011-05-24,36.7,A
USGS,06727410,2011-05-25,33.8,A
USGS,06727410,2011-05-26,30.2,A
USGS,06727410,2011-05-27,28,A
USGS,06727410,2011-05-28,27.7,A
USGS,06727410,2011-05-29,26.3,A
USGS,06727410,2011-05-30,26.3,A
USGS,06727410,2011-05-31,24.8,A
USGS,06727410,2011-06-01,23.5,A
USGS,06727410,2011-06-02,23.6,A
USGS,06727410,2011-06-03,26.6,A
USGS,06727410,2011-06-04,27.6,A
USGS,06727410,2011-06-05,28.9,A
USGS,06727410,2011-06-06,31.6,A
USGS,06727410,2011-06-07,33.4,A
USGS,06727410,2011-06-08,32.8,A
USGS,06727410,2011-06-09,31.8,A
USGS,06727410,2011-06-10,31.4,A
USGS,06727410,2011-06-11,30.4,A
USGS,06727410,2011-06-12,27.7,A
USGS,06727410,2011-06-13,25.7,A
USGS,06727410,2011-06-14,24.1,A
USGS,06727410,2011-06-15,23.4,A
USGS,06727410,2011-06-16,23.5,A
USGS,06727410,2011-06-17,23.3,A
USGS,06727410,2011-06-18,23,A
USGS,06727410,2011-06-19,22.9,A
USGS,06727410,2011-06-20,29.6,A
USGS,06727410,2011-06-21,23.4,A
USGS,06727410,2011-06-22,21.8,A
USGS,06727410,2011-06-23,21.1,A
USGS,06727410,2011-06-24,20.7,A
USGS,06727410,2011-06-25,20.6,A
USGS,06727410,2011-06-26,20.1,A
USGS,06727410,2011-06-27,19.7,A
USGS,06727410,2011-06-28,18.7,A
USGS,06727410,2011-06-29,18.3,A
USGS,06727410,2011-06-30,18.4,A
USGS,06727410,2011-07-01,17.6,A
USGS,06727410,2011-07-02,17.4,A
USGS,06727410,2011-07-03,16.9,A
USGS,06727410,2011-07-04,16.1,A
USGS,06727410,2011-07-05,15.1,A
USGS,06727410,2011-07-06,14.4,A
USGS,06727410,2011-07-07,15.2,A
USGS,06727410,2011-07-08,14.2,A
USGS,06727410,2011-07-09,12.6,A
USGS,06727410,2011-07-10,12.4,A
USGS,06727410,2011-07-11,12.4,A
USGS,06727410,2011-07-12,11.7,A
USGS,06727410,2011-07-13,22.7,A
USGS,06727410,2011-07-14,19.6,A
USGS,06727410,2011-07-15,16.8,A
USGS,06727410,2011-07-16,23.3,A
USGS,06727410,2011-07-17,23.7,A
USGS,06727410,2011-07-18,20.1,A
USGS,06727410,2011-07-19,13.9,A
USGS,06727410,2011-07-20,13,A
USGS,06727410,2011-07-21,9.75,A
USGS,06727410,2011-07-22,7.2,A
USGS,06727410,2011-07-23,6.09,A
USGS,06727410,2011-07-24,5.06,A
USGS,06727410,2011-07-25,4.88,A
USGS,06727410,2011-07-26,4.42,A
USGS,06727410,2011-07-27,4.25,A
USGS,06727410,2011-07-28,3.68,A
USGS,06727410,2011-07-29,3.35,A
USGS,06727410,2011-07-30,3.03,A
USGS,06727410,2011-07-31,2.84,A
USGS,06727410,2011-08-01,2.63,A
USGS,06727410,2011-08-02,2.82,A
USGS,06727410,2011-08-03,2.96,A
USGS,06727410,2011-08-04,2.58,A
USGS,06727410,2011-08-05,2.35,A
USGS,06727410,2011-08-06,2.1,A
USGS,06727410,2011-08-07,1.91,A
USGS,06727410,2011-08-08,1.73,A
USGS,06727410,2011-08-09,1.58,A
USGS,06727410,2011-08-10,1.54,A
USGS,06727410,2011-08-11,1.47,A
USGS,06727410,2011-08-12,1.4,A
USGS,06727410,2011-08-13,1.29,A
USGS,06727410,2011-08-14,1.32,A
USGS,06727410,2011-08-15,1.28,A
USGS,06727410,2011-08-16,1.19,A
USGS,06727410,2011-08-17,1.17,A
USGS,06727410,2011-08-18,1,A
USGS,06727410,2011-08-19,0.99,A
USGS,06727410,2011-08-20,1.05,A
USGS,06727410,2011-08-21,0.96,A
USGS,06727410,2011-08-22,0.96,A
USGS,06727410,2011-08-23,0.86,A
USGS,06727410,2011-08-24,0.81,A
USGS,06727410,2011-08-25,0.76,A
USGS,06727410,2011-08-26,0.76,A
USGS,06727410,2011-08-27,0.71,A
USGS,06727410,2011-08-28,0.66,A
USGS,06727410,2011-08-29,0.75,A
USGS,06727410,2011-08-30,0.72,A
USGS,06727410,2011-08-31,0.65,A
USGS,06727410,2011-09-01,0.61,A
USGS,06727410,2011-09-02,0.61,A
USGS,06727410,2011-09-03,0.62,A
USGS,06727410,2011-09-04,0.63,A
USGS,06727410,2011-09-05,0.6,A
USGS,06727410,2011-09-06,0.57,A
USGS,06727410,2011-09-07,1.89,A
USGS,06727410,2011-09-08,0.95,A
USGS,06727410,2011-09-09,0.74,A
USGS,06727410,2011-09-10,0.65,A
USGS,06727410,2011-09-11,0.59,A
USGS,06727410,2011-09-12,0.55,A
USGS,06727410,2011-09-13,0.52,A
USGS,06727410,2011-09-14,1,A
USGS,06727410,2011-09-15,1.54,A
USGS,06727410,2011-09-16,1.16,A
USGS,06727410,2011-09-17,1.04,A
USGS,06727410,2011-09-18,0.98,A
USGS,06727410,2011-09-19,0.91,A
USGS,06727410,2011-09-20,0.97,A
USGS,06727410,2011-09-21,1.01,A
USGS,06727410,2011-09-22,1.01,A
USGS,06727410,2011-09-23,0.92,A
USGS,06727410,2011-09-24,0.86,A
USGS,06727410,2011-09-25,0.83,A
USGS,06727410,2011-09-26,0.81,A
USGS,06727410,2011-09-27,0.79,A
USGS,06727410,2011-09-28,0.78,A
USGS,06727410,2011-09-29,0.78,A
USGS,06727410,2011-09-30,0.79,A
USGS,06727410,2011-10-01,0.74,A
USGS,06727410,2011-10-02,0.74,A
USGS,06727410,2012-04-01,4.49,A
USGS,06727410,2012-04-02,4.43,A
USGS,06727410,2012-04-03,4.82,A
USGS,06727410,2012-04-04,5.1,A
USGS,06727410,2012-04-05,4.6,A
USGS,06727410,2012-04-06,4.67,A
USGS,06727410,2012-04-07,3.79,A
USGS,06727410,2012-04-08,3.58,A
USGS,06727410,2012-04-09,4.44,A
USGS,06727410,2012-04-10,3.87,A
USGS,06727410,2012-04-11,3.98,A
USGS,06727410,2012-04-12,4.79,A
USGS,06727410,2012-04-13,4.73,A
USGS,06727410,2012-04-14,4.98,A
USGS,06727410,2012-04-15,5.48,A
USGS,06727410,2012-04-16,5.37,A
USGS,06727410,2012-04-17,4.99,A
USGS,06727410,2012-04-18,4.69,A
USGS,06727410,2012-04-19,4.7,A
USGS,06727410,2012-04-20,4.42,A
USGS,06727410,2012-04-21,4.11,A
USGS,06727410,2012-04-22,3.91,A
USGS,06727410,2012-04-23,3.92,A
USGS,06727410,2012-04-24,4.07,A
USGS,06727410,2012-04-25,4.8,A
USGS,06727410,2012-04-26,5.74,A
USGS,06727410,2012-04-27,6.81,A
USGS,06727410,2012-04-28,6.51,A
USGS,06727410,2012-04-29,6.68,A
USGS,06727410,2012-04-30,6.75,A
USGS,06727410,2012-05-01,6.5,A
USGS,06727410,2012-05-02,6.38,A
USGS,06727410,2012-05-03,6.16,A
USGS,06727410,2012-05-04,6.03,A
USGS,06727410,2012-05-05,6.13,A
USGS,06727410,2012-05-06,6.64,A
USGS,06727410,2012-05-07,6.76,A
USGS,06727410,2012-05-08,5.69,A
USGS,06727410,2012-05-09,5.46,A
USGS,06727410,2012-05-10,5.01,A
USGS,06727410,2012-05-11,4.77,A
USGS,06727410,2012-05-12,4.83,A
USGS,06727410,2012-05-13,4.67,A
USGS,06727410,2012-05-14,4.46,A
USGS,06727410,2012-05-15,4.36,A
USGS,06727410,2012-05-16,4.22,A
USGS,06727410,2012-05-17,4.22,A
USGS,06727410,2012-05-18,4.32,A
USGS,06727410,2012-05-19,4.93,A
USGS,06727410,2012-05-20,5.04,A
USGS,06727410,2012-05-21,4.75,A
USGS,06727410,2012-05-22,4.48,A
USGS,06727410,2012-05-23,4.69,A
USGS,06727410,2012-05-24,5.01,A
USGS,06727410,2012-05-25,4.68,A
USGS,06727410,2012-05-26,4.24,A
USGS,06727410,2012-05-27,3.73,A
USGS,06727410,2012-05-28,3.45,A
USGS,06727410,2012-05-29,3.49,A
USGS,06727410,2012-05-30,3.35,A
USGS,06727410,2012-05-31,3.34,A
USGS,06727410,2012-06-01,3.28,A
USGS,06727410,2012-06-02,3.34,A
USGS,06727410,2012-06-03,3.3,A
USGS,06727410,2012-06-04,3.23,A
USGS,06727410,2012-06-05,3.1,A
USGS,06727410,2012-06-06,3.06,A
USGS,06727410,2012-06-07,3,A
USGS,06727410,2012-06-08,2.8,A
USGS,06727410,2012-06-09,2.49,A
USGS,06727410,2012-06-10,2.25,A
USGS,06727410,2012-06-11,2.14,A
USGS,06727410,2012-06-12,2.12,A
USGS,06727410,2012-06-13,1.98,A
USGS,06727410,2012-06-14,1.82,A
USGS,06727410,2012-06-15,1.76,A
USGS,06727410,2012-06-16,1.63,A
USGS,06727410,2012-06-17,1.44,A
USGS,06727410,2012-06-18,1.21,A
USGS,06727410,2012-06-19,1.09,A
USGS,06727410,2012-06-20,1.15,A
USGS,06727410,2012-06-21,1.13,A
USGS,06727410,2012-06-22,0.98,A
USGS,06727410,2012-06-23,0.82,A
USGS,06727410,2012-06-24,0.72,A
USGS,06727410,2012-06-25,0.66,A
USGS,06727410,2012-06-26,0.64,A
USGS,06727410,2012-06-27,0.67,A
USGS,06727410,2012-06-28,0.71,A
USGS,06727410,2012-06-29,0.7,A
USGS,06727410,2012-06-30,0.59,A
USGS,06727410,2012-07-01,0.53,A
USGS,06727410,2012-07-02,0.48,A
USGS,06727410,2012-07-03,0.48,A
USGS,06727410,2012-07-04,0.47,A
USGS,06727410,2012-07-05,3.95,A
USGS,06727410,2012-07-06,1.51,A
USGS,06727410,2012-07-07,6.52,A
USGS,06727410,2012-07-08,7.82,A
USGS,06727410,2012-07-09,17,A
USGS,06727410,2012-07-10,18.7,A
USGS,06727410,2012-07-11,11.7,A
USGS,06727410,2012-07-12,10.1,A
USGS,06727410,2012-07-13,10.3,A
USGS,06727410,2012-07-14,9.79,A
USGS,06727410,2012-07-15,9.03,A
USGS,06727410,2012-07-16,8.31,A
USGS,06727410,2012-07-17,8.75,A
USGS,06727410,2012-07-18,6.08,A
USGS,06727410,2012-07-19,5.21,A
USGS,06727410,2012-07-20,4.94,A
USGS,06727410,2012-07-21,4.82,A
USGS,06727410,2012-07-22,5.17,A
USGS,06727410,2012-07-23,5.13,A
USGS,06727410,2012-07-24,4.87,A
USGS,06727410,2012-07-25,4.41,A
USGS,06727410,2012-07-26,4.22,A
USGS,06727410,2012-07-27,4.04,A
USGS,06727410,2012-07-28,3.81,A
USGS,06727410,2012-07-29,3.89,A
USGS,06727410,2012-07-30,8.05,A
USGS,06727410,2012-07-31,2.66,A
USGS,06727410,2012-08-01,1.89,A
USGS,06727410,2012-08-02,1.58,A
USGS,06727410,2012-08-03,1.25,A
USGS,06727410,2012-08-04,0.79,A
USGS,06727410,2012-08-05,0.91,A
USGS,06727410,2012-08-06,0.83,A
